200
4.230 1.353 0 0 
-0.409 -0.133 1 1 
-0.150 0.472 1 1 
1.036 1.870 1 0 
2.088 3.445 0 0 
-4.926 -1.994 0 0 
2.841 -4.881 0 0 
-1.956 0.893 1 0 
-0.142 0.012 1 1 
4.627 2.390 0 0 
1.615 2.627 0 0 
-0.824 0.113 1 1 
4.381 1.922 0 0 
0.758 -2.700 1 0 
-1.315 -1.509 1 0 
-0.980 -0.081 1 1 
1.672 2.438 1 0 
2.657 3.979 0 0 
-0.211 -0.839 1 1 
1.518 -1.070 1 0 
-2.160 1.641 1 0 
-1.330 -0.436 1 0 
-0.686 -0.029 1 1 
3.832 -1.886 0 0 
-4.068 4.277 0 0 
0.257 0.766 1 1 
-0.263 3.973 0 0 
4.576 0.840 0 0 
2.148 1.662 1 0 
-3.706 -1.102 0 0 
-0.869 1.279 1 0 
-0.026 4.356 0 0 
0.970 -1.166 1 0 
2.652 -3.767 0 0 
4.849 3.064 0 0 
0.696 -0.823 1 1 
-2.959 2.298 0 0 
0.613 -0.851 1 1 
4.881 3.090 0 0 
-0.584 4.454 0 0 
1.889 -1.850 1 0 
1.020 0.281 1 0 
2.831 -0.351 1 0 
-0.120 2.985 1 0 
2.330 1.488 1 0 
4.698 0.965 0 0 
-1.022 -0.006 1 0 
-2.213 1.449 1 0 
-0.282 -1.301 1 0 
0.537 -4.725 0 0 
2.728 0.567 1 0 
-0.284 0.090 1 1 
-3.442 -1.851 0 0 
0.230 0.186 1 1 
-0.135 0.511 1 1 
-2.631 -0.638 1 0 
0.252 -0.983 1 1 
-1.943 0.918 1 0 
-0.630 -1.207 1 0 
-2.687 -2.141 0 0 
-3.949 2.711 0 0 
3.602 1.227 0 0 
0.085 1.202 1 0 
-0.156 0.589 1 1 
-1.065 -1.743 1 0 
-0.154 -0.042 1 1 
0.890 -0.853 1 1 
-0.618 -0.004 1 1 
-0.767 -0.759 1 1 
4.467 -4.445 0 0 
-0.167 -1.924 1 0 
0.032 0.312 1 1 
-1.653 -1.044 1 0 
0.905 0.079 1 1 
-3.391 2.653 0 0 
4.111 -3.303 0 0 
0.848 0.765 1 1 
-0.426 0.793 1 1 
-2.217 0.795 1 0 
0.324 1.974 1 0 
1.591 -1.297 1 0 
-2.161 1.106 1 0 
-0.180 -1.787 1 0 
-1.572 0.569 1 0 
2.577 -0.313 1 0 
1.148 3.772 0 0 
-1.665 -4.269 0 0 
4.907 2.825 0 0 
-0.876 0.714 1 1 
4.208 2.736 0 0 
-3.199 -0.863 0 0 
-0.956 -1.141 1 0 
-2.260 -3.311 0 0 
0.479 -0.971 1 1 
0.287 0.231 1 1 
0.737 -1.937 1 0 
-0.188 -0.101 1 1 
-1.698 1.017 1 0 
-0.438 -0.540 1 1 
-0.041 -2.372 1 0 
-1.258 -0.305 1 0 
-0.113 0.157 1 1 
4.524 2.291 0 0 
-1.535 -2.823 0 0 
-0.646 -0.928 1 1 
-1.439 -0.068 1 0 
2.507 -2.506 0 0 
-0.501 -0.634 1 1 
-0.433 -0.113 1 1 
-0.580 0.388 1 1 
-2.099 -0.444 1 0 
-0.947 0.623 1 1 
0.969 1.956 1 0 
-0.010 0.395 1 1 
2.320 0.620 1 0 
-4.366 3.417 0 0 
1.270 -0.721 1 0 
0.749 -2.650 1 0 
0.299 3.681 0 0 
-0.174 2.021 1 0 
0.426 0.333 1 1 
0.018 0.607 1 1 
0.455 0.545 1 1 
-0.855 2.375 1 0 
0.634 0.200 1 1 
-0.568 0.340 1 1 
2.523 -0.960 1 0 
0.068 -3.886 0 0 
-3.712 2.190 0 0 
3.383 -2.237 0 0 
1.690 0.944 1 0 
-0.428 -0.562 1 1 
0.959 3.638 0 0 
4.719 0.161 0 0 
-0.004 -0.954 1 1 
-0.255 0.822 1 1 
-4.410 -2.566 0 0 
-4.820 -2.906 0 0 
0.570 2.200 1 0 
0.889 2.397 1 0 
1.660 0.464 1 0 
3.762 -0.202 0 0 
0.161 -1.939 1 0 
-1.342 0.876 1 0 
1.103 -0.678 1 0 
0.542 0.757 1 1 
-2.991 2.818 0 0 
0.408 -1.344 1 0 
-0.586 1.644 1 0 
-0.749 0.475 1 1 
0.779 0.549 1 1 
1.320 -2.198 1 0 
-4.158 3.790 0 0 
-0.694 -4.599 0 0 
4.931 0.461 0 0 
-0.317 -2.908 1 0 
2.239 -1.192 1 0 
-0.889 -0.597 1 1 
0.605 1.359 1 0 
-0.857 -0.697 1 1 
0.944 1.586 1 0 
4.439 2.022 0 0 
-3.224 2.244 0 0 
-4.492 0.923 0 0 
-1.769 -3.844 0 0 
2.111 -1.659 1 0 
0.524 0.384 1 1 
0.947 -3.975 0 0 
-0.031 -0.227 1 1 
-1.273 -2.152 1 0 
2.371 1.308 1 0 
0.406 -3.332 0 0 
-3.240 4.226 0 0 
-4.008 3.849 0 0 
1.270 -0.414 1 0 
-0.071 -0.554 1 1 
-3.217 -1.925 0 0 
0.477 -0.918 1 1 
-0.336 0.940 1 1 
-4.926 -1.722 0 0 
1.115 -2.052 1 0 
0.006 0.936 1 1 
-0.804 0.654 1 1 
-3.307 1.615 0 0 
-2.612 0.058 1 0 
0.829 1.605 1 0 
-0.015 -0.376 1 1 
-3.505 -4.321 0 0 
-0.107 0.330 1 1 
1.032 2.413 1 0 
-0.631 -0.992 1 1 
3.415 -2.822 0 0 
-2.104 1.710 1 0 
-3.022 4.559 0 0 
-0.522 -0.021 1 1 
-0.530 -3.413 0 0 
0.590 -0.130 1 1 
0.027 0.254 1 1 
